OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount
2384,148,10,2024-01-08,19,7063.63
2385,164,15,2024-10-07,4,1963.84
2386,33,12,2024-06-10,5,893.0
2387,444,9,2024-02-17,8,247.04
2388,427,13,2024-02-20,14,5703.74
2389,376,1,2024-02-17,12,2645.04
2390,48,7,2024-10-13,4,1553.68
2391,235,7,2024-10-12,3,1165.26
2392,110,19,2024-10-16,13,5581.81
2393,116,17,2024-03-18,7,1153.88
2394,315,9,2024-04-12,16,494.08
2395,483,12,2024-11-06,2,357.2
2396,41,14,2024-05-07,14,5429.06
2397,313,18,2024-04-12,7,1787.66
2398,184,13,2024-07-13,6,2444.46
2399,298,8,2024-02-11,2,497.98
2400,135,7,2024-06-08,7,2718.94
2401,113,6,2024-03-18,13,3028.48
2402,416,19,2024-10-08,18,7728.66
2403,282,11,2024-03-18,12,2366.64
2404,48,13,2024-08-02,19,7740.79
2405,495,9,2024-06-18,4,123.52
2406,473,11,2024-03-26,13,2563.86
2407,334,16,2024-11-05,12,1931.88
2408,252,20,2024-02-28,5,2361.35
2409,298,16,2024-06-18,10,1609.9
2410,171,4,2024-01-06,12,3857.52
2411,330,8,2024-06-03,18,4481.82
2412,408,14,2024-02-20,17,6592.43
2413,354,3,2024-06-10,8,1976.0
2414,120,10,2024-02-20,5,1858.85
2415,97,19,2024-10-21,11,4723.07
2416,2,11,2024-10-11,11,2169.42
2417,396,9,2024-07-24,9,277.92
2418,13,10,2024-09-07,8,2974.16
2419,80,20,2024-08-08,2,944.54
2420,7,17,2024-01-09,17,2802.28
2421,27,19,2024-09-07,2,858.74
2422,95,18,2024-06-18,13,3319.94
2423,216,2,2024-10-04,6,2316.06
2424,459,7,2024-06-04,1,388.42
2425,175,18,2024-04-12,15,3830.7
2426,452,5,2024-06-10,9,2616.3
2427,325,19,2024-06-10,19,8158.03
2428,132,16,2024-04-29,5,804.95
2429,220,9,2024-03-30,12,370.56
2430,97,16,2024-02-20,5,804.95
2431,487,5,2024-08-12,5,1453.5
2432,319,12,2024-06-04,19,3393.4
2433,20,17,2024-07-23,14,2307.76
2434,2,2,2024-04-29,9,3474.09
2435,321,20,2024-10-07,18,8500.86
2436,137,19,2024-07-13,1,429.37
2437,132,14,2024-07-23,14,5429.06
2438,378,1,2024-07-24,13,2865.46
2439,78,17,2024-06-03,10,1648.4
2440,423,10,2024-07-13,3,1115.31
2441,294,4,2024-01-12,19,6107.74
2442,191,7,2024-06-13,3,1165.26
2443,251,20,2024-08-12,13,6139.51
2444,48,18,2024-06-18,2,510.76
2445,107,20,2024-10-12,13,6139.51
2446,363,19,2024-10-08,12,5152.44
2447,291,9,2024-03-26,11,339.68
2448,173,10,2024-06-10,13,4833.01
2449,266,2,2024-10-07,19,7334.19
2450,73,6,2024-01-09,10,2329.6
2451,452,9,2024-10-04,8,247.04
2452,473,3,2024-02-17,3,741.0
2453,241,5,2024-01-09,14,4069.8
2454,422,19,2024-08-02,18,7728.66
2455,318,17,2024-08-12,7,1153.88
2456,409,17,2024-07-13,13,2142.92
2457,362,12,2024-03-18,19,3393.4
2458,1,19,2024-10-16,18,7728.66
2459,449,17,2024-07-24,1,164.84
2460,463,18,2024-06-03,12,3064.56
2461,226,18,2024-06-13,11,2809.18
2462,237,8,2024-04-01,2,497.98
2463,370,11,2024-07-13,16,3155.52
2464,283,1,2024-08-02,13,2865.46
2465,183,12,2024-01-06,3,535.8
2466,373,12,2024-07-13,11,1964.6
2467,448,4,2024-10-08,5,1607.3
2468,300,9,2024-03-18,11,339.68
2469,146,20,2024-04-01,8,3778.16
2470,464,6,2024-01-06,19,4426.24
2471,107,15,2024-07-23,3,1472.88
2472,88,20,2024-10-13,9,4250.43
2473,458,17,2024-06-10,19,3131.96
2474,383,16,2024-09-07,17,2736.83
2475,382,17,2024-04-12,12,1978.08
2476,202,3,2024-03-18,3,741.0
2477,27,19,2024-10-16,4,1717.48
2478,375,7,2024-06-10,12,4661.04
2479,349,12,2024-04-12,19,3393.4
2480,254,7,2024-06-03,14,5437.88
2481,292,6,2024-08-02,5,1164.8
2482,115,12,2024-06-08,19,3393.4
2483,99,19,2024-08-12,13,5581.81
2484,194,9,2024-02-17,8,247.04
2485,296,3,2024-10-12,12,2964.0
2486,205,8,2024-03-26,4,995.96
2487,144,17,2024-10-08,2,329.68
2488,339,10,2024-01-12,9,3345.93
2489,68,17,2024-06-13,4,659.36
2490,306,1,2024-03-18,1,220.42
2491,152,14,2024-03-18,15,5816.85
2492,30,11,2024-04-12,9,1774.98
2493,371,2,2024-03-18,19,7334.19
2494,191,20,2024-09-19,6,2833.62
2495,224,11,2024-06-17,17,3352.74
2496,96,15,2024-08-02,4,1963.84
2497,447,8,2024-11-06,5,1244.95
2498,130,14,2024-10-16,4,1551.16
2499,142,10,2024-10-08,4,1487.08
2500,99,19,2024-01-09,17,7299.29
2501,68,1,2024-04-12,11,2424.62
2502,122,4,2024-04-29,16,5143.36
2503,400,9,2024-01-06,13,401.44
2504,299,4,2024-01-09,10,3214.6
2505,397,4,2024-06-10,10,3214.6
2506,348,11,2024-02-20,1,197.22
2507,169,4,2024-02-20,3,964.38
2508,473,18,2024-06-13,10,2553.8
2509,471,18,2024-10-06,14,3575.32
2510,389,15,2024-02-17,8,3927.68
2511,294,2,2024-06-10,16,6176.16
2512,437,7,2024-10-16,9,3495.78
2513,387,14,2024-11-06,13,5041.27
2514,483,18,2024-03-18,14,3575.32
2515,96,15,2024-05-07,15,7364.4
2516,351,4,2024-01-08,9,2893.14
2517,479,10,2024-11-06,10,3717.7
2518,402,10,2024-03-26,1,371.77
2519,230,10,2024-11-06,3,1115.31
2520,50,2,2024-04-01,12,4632.12
2521,306,18,2024-02-28,6,1532.28
2522,382,12,2024-02-20,1,178.6
2523,128,16,2024-06-10,2,321.98
2524,471,10,2024-10-07,3,1115.31
2525,290,13,2024-01-06,18,7333.38
2526,251,8,2024-10-13,10,2489.9
2527,319,15,2024-01-06,15,7364.4
2528,469,13,2024-09-19,11,4481.51
2529,146,11,2024-01-12,14,2761.08
2530,322,20,2024-06-18,4,1889.08
2531,378,4,2024-03-18,17,5464.82
2532,475,1,2024-06-17,17,3747.14
2533,293,17,2024-03-26,6,989.04
2534,89,16,2024-06-18,2,321.98
2535,54,12,2024-08-02,2,357.2
2536,489,20,2024-06-13,13,6139.51
2537,327,7,2024-02-28,8,3107.36
2538,147,12,2024-02-20,17,3036.2
2539,28,15,2024-01-12,12,5891.52
2540,308,7,2024-10-07,17,6603.14
2541,135,8,2024-06-03,11,2738.89
2542,68,15,2024-09-07,8,3927.68
2543,113,12,2024-06-18,19,3393.4
2544,25,8,2024-09-21,10,2489.9
2545,328,5,2024-10-12,4,1162.8
2546,233,11,2024-02-11,11,2169.42
2547,247,2,2024-09-11,17,6562.17
2548,416,17,2024-03-26,6,989.04
2549,379,8,2024-09-21,15,3734.85
2550,165,15,2024-06-18,1,490.96
2551,490,20,2024-08-02,11,5194.97
2552,497,12,2024-01-06,15,2679.0
2553,154,6,2024-01-12,12,2795.52
2554,290,6,2024-02-28,15,3494.4
2555,340,11,2024-10-07,9,1774.98
2556,280,3,2024-09-21,7,1729.0
2557,34,13,2024-08-02,8,3259.28
2558,48,7,2024-03-18,2,776.84
2559,20,6,2024-03-26,7,1630.72
2560,202,14,2024-10-04,16,6204.64
2561,426,7,2024-06-13,9,3495.78
2562,500,20,2024-03-18,1,472.27
2563,132,17,2024-03-18,16,2637.44
2564,213,6,2024-04-29,13,3028.48
2565,7,12,2024-06-10,5,893.0
2566,314,9,2024-06-10,4,123.52
2567,306,13,2024-06-10,8,3259.28
2568,31,20,2024-07-13,18,8500.86
2569,383,14,2024-08-12,12,4653.48
2570,347,5,2024-04-12,9,2616.3
2571,135,8,2024-03-26,8,1991.92
2572,243,7,2024-03-18,12,4661.04
2573,454,14,2024-03-26,2,775.58
2574,198,13,2024-10-08,1,407.41
2575,175,6,2024-04-12,6,1397.76
2576,301,19,2024-09-17,12,5152.44
2577,121,16,2024-10-12,5,804.95
2578,116,18,2024-03-18,13,3319.94
2579,121,10,2024-08-02,15,5576.55
2580,212,12,2024-09-07,14,2500.4
2581,117,1,2024-02-20,15,3306.3
2582,278,12,2024-09-11,10,1786.0
2583,358,4,2024-08-08,1,321.46
2584,315,2,2024-06-13,4,1544.04
2585,165,13,2024-01-08,2,814.82
2586,344,11,2024-03-26,9,1774.98
2587,460,19,2024-03-18,12,5152.44
2588,352,6,2024-02-17,13,3028.48
2589,59,6,2024-02-11,17,3960.32
2590,265,9,2024-01-09,11,339.68
2591,282,2,2024-09-21,17,6562.17
2592,294,16,2024-10-21,10,1609.9
2593,230,11,2024-10-07,9,1774.98
2594,80,9,2024-07-13,17,524.96
2595,257,3,2024-07-23,5,1235.0
2596,268,14,2024-07-24,6,2326.74
2597,249,1,2024-10-21,18,3967.56
2598,435,18,2024-09-07,15,3830.7
2599,475,11,2024-08-02,9,1774.98
2600,234,13,2024-08-12,7,2851.87
2601,67,17,2024-10-13,18,2967.12
2602,134,14,2024-11-05,6,2326.74
2603,331,17,2024-06-17,5,824.2
2604,357,16,2024-01-12,2,321.98
2605,69,10,2024-03-18,13,4833.01
2606,461,20,2024-07-24,14,6611.78
2607,393,4,2024-10-04,7,2250.22
2608,233,11,2024-06-04,10,1972.2
2609,29,2,2024-01-12,2,772.02
2610,204,12,2024-10-06,17,3036.2
2611,83,10,2024-03-18,12,4461.24
2612,168,10,2024-06-10,7,2602.39
2613,41,17,2024-10-12,15,2472.6
2614,34,8,2024-04-29,10,2489.9
2615,110,4,2024-01-08,4,1285.84
2616,25,14,2024-06-10,9,3490.11
2617,269,17,2024-10-08,2,329.68
2618,304,4,2024-01-09,7,2250.22
2619,118,1,2024-10-06,17,3747.14
2620,227,17,2024-03-18,18,2967.12
2621,101,9,2024-03-18,19,586.72
2622,230,20,2024-03-26,6,2833.62
2623,488,17,2024-11-06,19,3131.96
2624,29,11,2024-02-17,6,1183.32
2625,400,20,2024-03-30,15,7084.05
2626,328,2,2024-01-08,4,1544.04
2627,83,19,2024-01-12,8,3434.96
2628,439,5,2024-10-07,3,872.1
2629,362,19,2024-10-08,12,5152.44
2630,271,11,2024-04-01,12,2366.64
2631,146,1,2024-10-11,7,1542.94
2632,14,2,2024-02-28,13,5018.13
2633,238,12,2024-03-30,5,893.0
2634,236,14,2024-10-12,9,3490.11
2635,131,20,2024-06-10,7,3305.89
2636,420,2,2024-01-08,15,5790.15
2637,240,2,2024-07-24,12,4632.12
2638,165,4,2024-07-24,5,1607.3
2639,204,3,2024-07-23,16,3952.0
2640,443,15,2024-03-26,11,5400.56
2641,4,8,2024-05-07,19,4730.81
2642,479,13,2024-03-18,2,814.82
2643,432,5,2024-01-08,12,3488.4
2644,386,4,2024-11-05,9,2893.14
2645,29,11,2024-06-10,18,3549.96
2646,218,12,2024-10-21,11,1964.6
2647,204,12,2024-09-11,7,1250.2
2648,306,14,2024-09-21,1,387.79
2649,271,11,2024-07-13,7,1380.54
2650,380,20,2024-10-13,5,2361.35
2651,50,5,2024-06-03,13,3779.1
2652,191,20,2024-06-10,17,8028.59
2653,399,19,2024-01-08,11,4723.07
2654,256,8,2024-11-05,2,497.98
2655,292,2,2024-06-10,17,6562.17
2656,111,13,2024-01-06,11,4481.51
2657,39,7,2024-07-24,19,7379.98
2658,382,4,2024-06-10,16,5143.36
2659,463,12,2024-11-06,8,1428.8
2660,90,5,2024-10-13,16,4651.2
2661,154,20,2024-08-08,1,472.27
2662,207,9,2024-10-13,12,370.56
2663,488,1,2024-07-24,7,1542.94
2664,328,15,2024-05-07,18,8837.28
2665,71,10,2024-03-18,16,5948.32
2666,186,17,2024-08-02,16,2637.44
2667,232,4,2024-04-01,18,5786.28
2668,350,12,2024-01-06,1,178.6
2669,108,19,2024-10-07,8,3434.96
2670,379,5,2024-11-05,18,5232.6
2671,110,13,2024-06-10,16,6518.56
2672,247,9,2024-06-04,16,494.08
2673,475,4,2024-11-05,19,6107.74
2674,15,8,2024-10-13,15,3734.85
2675,413,18,2024-06-10,18,4596.84
2676,493,11,2024-09-17,10,1972.2
2677,313,15,2024-04-29,17,8346.32
2678,117,13,2024-07-24,3,1222.23
2679,124,15,2024-02-28,3,1472.88
2680,198,1,2024-01-12,13,2865.46
2681,246,9,2024-05-07,8,247.04
2682,373,7,2024-11-05,18,6991.56
2683,169,4,2024-03-18,19,6107.74
2684,437,8,2024-10-08,9,2240.91
2685,174,19,2024-09-19,8,3434.96
2686,71,5,2024-08-12,6,1744.2
2687,411,2,2024-10-08,14,5404.14
2688,438,3,2024-10-16,19,4693.0
2689,472,9,2024-10-08,13,401.44
2690,493,10,2024-01-09,2,743.54
2691,324,16,2024-09-07,9,1448.91
2692,152,1,2024-06-13,10,2204.2
2693,46,2,2024-07-24,17,6562.17
2694,198,19,2024-06-10,14,6011.18
2695,86,11,2024-08-12,5,986.1
2696,438,17,2024-08-02,2,329.68
2697,300,1,2024-09-21,11,2424.62
2698,125,19,2024-09-17,11,4723.07
2699,237,11,2024-02-20,6,1183.32
2700,336,9,2024-07-24,2,61.76
2701,59,13,2024-10-16,14,5703.74
2702,161,13,2024-06-10,2,814.82
2703,51,9,2024-11-05,4,123.52
2704,23,20,2024-01-06,2,944.54
2705,325,12,2024-08-02,16,2857.6
2706,237,13,2024-11-05,6,2444.46
2707,4,3,2024-10-08,2,494.0
2708,452,16,2024-10-13,10,1609.9
2709,476,6,2024-04-12,16,3727.36
2710,21,11,2024-10-07,10,1972.2
2711,222,18,2024-09-19,18,4596.84
2712,172,20,2024-03-18,13,6139.51
2713,205,16,2024-01-08,18,2897.82
2714,144,16,2024-03-18,16,2575.84
2715,221,15,2024-09-11,14,6873.44
2716,120,1,2024-11-05,9,1983.78
2717,495,8,2024-08-02,6,1493.94
2718,177,12,2024-01-08,19,3393.4
2719,226,11,2024-08-12,8,1577.76
2720,112,18,2024-04-29,4,1021.52
2721,53,10,2024-03-26,7,2602.39
2722,164,9,2024-09-19,17,524.96
2723,365,3,2024-02-28,13,3211.0
2724,461,8,2024-04-01,7,1742.93
2725,306,2,2024-03-26,19,7334.19
2726,349,5,2024-03-18,7,2034.9
2727,3,20,2024-06-10,2,944.54
2728,403,18,2024-05-07,14,3575.32
2729,466,19,2024-09-11,2,858.74
2730,339,2,2024-09-07,18,6948.18
2731,117,8,2024-01-09,8,1991.92
2732,451,8,2024-10-06,5,1244.95
2733,192,16,2024-08-12,5,804.95
2734,94,8,2024-06-10,3,746.97
2735,319,12,2024-04-29,19,3393.4
2736,114,9,2024-03-18,6,185.28
2737,420,13,2024-10-11,15,6111.15
2738,377,14,2024-08-02,16,6204.64
2739,460,6,2024-06-10,18,4193.28
2740,293,18,2024-10-08,14,3575.32
2741,30,9,2024-10-12,2,61.76
2742,400,2,2024-01-12,5,1930.05
2743,446,15,2024-07-13,16,7855.36
2744,433,14,2024-10-21,3,1163.37
2745,437,2,2024-04-12,9,3474.09
2746,262,4,2024-10-08,17,5464.82
2747,312,6,2024-03-26,11,2562.56
2748,251,11,2024-02-11,6,1183.32
2749,404,17,2024-07-24,18,2967.12
2750,32,10,2024-04-29,3,1115.31
2751,418,11,2024-03-30,19,3747.18
2752,117,5,2024-06-04,18,5232.6
2753,94,10,2024-06-18,12,4461.24
2754,244,19,2024-04-12,3,1288.11
2755,229,2,2024-06-03,10,3860.1
2756,46,8,2024-08-12,8,1991.92
2757,404,18,2024-10-11,13,3319.94
2758,487,16,2024-07-23,4,643.96
2759,355,15,2024-10-16,12,5891.52
2760,357,20,2024-09-11,7,3305.89
2761,411,11,2024-07-23,2,394.44
2762,284,2,2024-06-10,18,6948.18
2763,165,17,2024-03-30,15,2472.6
2764,43,7,2024-09-19,10,3884.2
2765,60,16,2024-08-02,19,3058.81
2766,376,13,2024-09-07,7,2851.87
2767,355,7,2024-07-23,14,5437.88
2768,35,6,2024-01-08,5,1164.8
2769,224,19,2024-02-11,18,7728.66
2770,106,10,2024-03-18,9,3345.93
2771,497,2,2024-10-12,7,2702.07
2772,131,11,2024-10-07,6,1183.32
2773,331,9,2024-10-07,1,30.88
2774,135,3,2024-01-08,2,494.0
2775,251,20,2024-05-07,14,6611.78
2776,382,20,2024-03-18,18,8500.86
2777,440,16,2024-01-08,17,2736.83
2778,191,7,2024-07-24,5,1942.1
2779,279,13,2024-10-04,13,5296.33
2780,22,9,2024-01-09,19,586.72
2781,248,8,2024-10-06,5,1244.95
2782,184,20,2024-09-17,11,5194.97
2783,173,11,2024-06-10,7,1380.54
2784,216,7,2024-09-11,7,2718.94
2785,411,4,2024-08-12,14,4500.44
2786,216,20,2024-06-18,13,6139.51
2787,145,16,2024-03-26,2,321.98
2788,415,10,2024-06-17,14,5204.78
2789,266,7,2024-06-04,3,1165.26
2790,38,1,2024-08-12,1,220.42
2791,451,10,2024-10-08,2,743.54
2792,362,12,2024-11-06,2,357.2
2793,14,9,2024-10-06,18,555.84
2794,296,20,2024-08-02,3,1416.81
2795,441,17,2024-02-28,12,1978.08
2796,119,5,2024-10-13,1,290.7
2797,351,18,2024-06-10,13,3319.94
2798,408,15,2024-08-12,5,2454.8
2799,203,18,2024-10-16,4,1021.52
2800,308,17,2024-06-18,10,1648.4
2801,254,8,2024-06-17,17,4232.83
2802,298,16,2024-07-24,16,2575.84
2803,297,12,2024-08-12,18,3214.8
2804,351,9,2024-03-18,16,494.08
2805,304,10,2024-10-16,18,6691.86
2806,233,14,2024-10-11,2,775.58
2807,222,7,2024-06-17,13,5049.46
2808,40,5,2024-09-11,8,2325.6
2809,230,7,2024-10-11,14,5437.88
2810,192,5,2024-03-18,17,4941.9
2811,279,11,2024-10-16,13,2563.86
2812,302,12,2024-08-08,2,357.2
2813,345,2,2024-03-18,11,4246.11
2814,408,20,2024-10-07,5,2361.35
2815,275,2,2024-07-24,11,4246.11
2816,350,17,2024-08-08,14,2307.76
2817,1,2,2024-07-24,6,2316.06
2818,168,1,2024-11-06,1,220.42
2819,329,15,2024-08-02,18,8837.28
2820,489,14,2024-08-08,3,1163.37
2821,281,6,2024-06-08,14,3261.44
2822,76,4,2024-02-28,8,2571.68
2823,266,16,2024-01-12,10,1609.9
2824,300,6,2024-06-03,13,3028.48
2825,179,18,2024-11-05,9,2298.42
2826,235,3,2024-10-12,1,247.0
2827,420,2,2024-08-08,19,7334.19
2828,285,13,2024-06-13,16,6518.56
2829,193,8,2024-09-19,9,2240.91
2830,330,18,2024-04-29,3,766.14
2831,115,12,2024-02-11,9,1607.4
2832,83,10,2024-09-07,16,5948.32
2833,268,6,2024-10-08,16,3727.36
2834,464,12,2024-07-13,17,3036.2
2835,250,16,2024-03-26,13,2092.87
2836,317,16,2024-01-08,7,1126.93
2837,294,1,2024-09-21,17,3747.14
2838,110,15,2024-10-07,9,4418.64
2839,148,6,2024-10-04,10,2329.6
2840,118,2,2024-01-09,13,5018.13
2841,237,6,2024-03-30,7,1630.72
2842,434,1,2024-01-08,1,220.42
2843,438,10,2024-10-21,8,2974.16
2844,291,13,2024-07-13,19,7740.79
2845,365,3,2024-04-29,10,2470.0
2846,72,10,2024-06-17,8,2974.16
2847,443,5,2024-10-12,2,581.4
2848,73,9,2024-08-02,17,524.96
2849,413,3,2024-03-30,19,4693.0
2850,224,14,2024-04-01,13,5041.27
2851,38,19,2024-06-03,6,2576.22
2852,177,9,2024-04-12,19,586.72
2853,46,8,2024-04-01,2,497.98
2854,178,15,2024-08-08,9,4418.64
2855,232,14,2024-10-11,15,5816.85
2856,12,8,2024-06-10,19,4730.81
2857,34,3,2024-09-17,16,3952.0
2858,127,18,2024-01-08,9,2298.42
2859,464,15,2024-11-06,17,8346.32
2860,262,2,2024-06-17,11,4246.11
2861,327,8,2024-01-06,16,3983.84
2862,491,19,2024-02-20,18,7728.66
2863,374,13,2024-03-18,17,6925.97
2864,458,3,2024-09-17,16,3952.0
2865,233,2,2024-04-12,7,2702.07
2866,46,19,2024-01-06,9,3864.33
2867,314,11,2024-03-18,3,591.66
2868,147,12,2024-06-10,18,3214.8
2869,384,7,2024-10-07,3,1165.26
2870,183,11,2024-02-20,6,1183.32
2871,133,17,2024-10-06,19,3131.96
2872,245,13,2024-09-19,5,2037.05
2873,12,7,2024-09-07,3,1165.26
2874,121,9,2024-02-11,11,339.68
2875,135,20,2024-01-08,3,1416.81
2876,309,14,2024-09-21,6,2326.74
2877,265,15,2024-08-02,12,5891.52
2878,324,20,2024-06-04,19,8973.13
2879,381,13,2024-04-01,18,7333.38
2880,13,1,2024-06-10,7,1542.94
2881,327,7,2024-10-07,19,7379.98
2882,41,12,2024-03-26,4,714.4
2883,370,5,2024-06-17,2,581.4
2884,49,10,2024-01-08,18,6691.86
2885,417,6,2024-06-10,17,3960.32
2886,32,1,2024-08-08,14,3085.88
2887,128,1,2024-07-24,15,3306.3
2888,351,1,2024-01-06,6,1322.52
2889,107,7,2024-02-28,15,5826.3
2890,330,5,2024-06-13,1,290.7
2891,50,1,2024-06-10,14,3085.88
2892,418,19,2024-06-04,3,1288.11
2893,231,11,2024-02-20,1,197.22
2894,335,4,2024-01-09,13,4178.98
2895,350,13,2024-08-12,18,7333.38
2896,178,19,2024-06-08,10,4293.7
2897,440,20,2024-10-11,7,3305.89
2898,111,17,2024-03-18,3,494.52
2899,227,3,2024-02-28,15,3705.0
2900,230,13,2024-03-26,2,814.82
2901,6,18,2024-04-12,6,1532.28
2902,408,2,2024-06-10,4,1544.04
2903,102,1,2024-10-11,17,3747.14
2904,454,3,2024-06-10,18,4446.0
2905,441,17,2024-08-08,16,2637.44
2906,459,20,2024-10-08,8,3778.16
2907,391,10,2024-08-12,16,5948.32
2908,2,2,2024-10-11,11,4246.11
2909,114,2,2024-07-13,19,7334.19
2910,242,14,2024-10-08,12,4653.48
2911,11,13,2024-06-17,7,2851.87
2912,147,9,2024-08-08,16,494.08
2913,65,17,2024-07-13,7,1153.88
2914,414,20,2024-10-07,1,472.27
2915,340,15,2024-03-26,15,7364.4
2916,4,7,2024-03-18,15,5826.3
2917,418,5,2024-03-26,16,4651.2
2918,34,18,2024-03-26,12,3064.56
2919,40,16,2024-10-06,8,1287.92
2920,58,20,2024-11-05,6,2833.62
2921,302,10,2024-09-17,5,1858.85
2922,102,17,2024-10-04,8,1318.72
2923,238,9,2024-06-10,11,339.68
2924,218,6,2024-06-03,8,1863.68
2925,356,13,2024-07-24,14,5703.74
2926,485,4,2024-03-26,7,2250.22
2927,424,13,2024-06-17,19,7740.79
2928,43,16,2024-04-12,8,1287.92
2929,264,19,2024-04-12,5,2146.85
2930,345,16,2024-06-08,2,321.98
2931,189,19,2024-03-18,13,5581.81
2932,426,9,2024-10-12,3,92.64
2933,170,16,2024-03-26,15,2414.85
2934,383,18,2024-06-13,7,1787.66
2935,408,20,2024-06-10,8,3778.16
2936,35,10,2024-02-17,13,4833.01
2937,145,9,2024-10-04,10,308.8
2938,411,12,2024-06-13,17,3036.2
2939,4,2,2024-11-05,4,1544.04
2940,62,11,2024-01-06,1,197.22
2941,169,7,2024-11-06,10,3884.2
2942,127,17,2024-02-11,14,2307.76
2943,489,12,2024-05-07,14,2500.4
2944,481,16,2024-06-10,12,1931.88
2945,151,7,2024-03-26,3,1165.26
2946,425,3,2024-06-08,10,2470.0
2947,499,19,2024-10-11,18,7728.66
2948,283,7,2024-07-13,14,5437.88
2949,77,7,2024-02-28,19,7379.98
2950,419,11,2024-10-13,6,1183.32
2951,321,1,2024-07-24,9,1983.78
2952,377,3,2024-02-11,4,988.0
2953,480,6,2024-10-04,11,2562.56
2954,144,3,2024-04-29,6,1482.0
2955,235,18,2024-07-13,14,3575.32
2956,377,10,2024-10-06,16,5948.32
2957,233,5,2024-08-02,19,5523.3
2958,398,3,2024-02-28,16,3952.0
2959,88,6,2024-02-17,10,2329.6
2960,30,4,2024-02-20,13,4178.98
2961,162,2,2024-11-05,14,5404.14
2962,445,1,2024-06-13,13,2865.46
2963,24,13,2024-06-03,9,3666.69
2964,182,18,2024-06-10,1,255.38
2965,398,17,2024-03-18,13,2142.92
2966,318,15,2024-10-16,14,6873.44
2967,28,15,2024-10-08,11,5400.56
2968,152,20,2024-07-24,17,8028.59
2969,63,18,2024-04-12,2,510.76
2970,107,4,2024-06-10,10,3214.6
2971,160,16,2024-03-26,4,643.96
2972,279,20,2024-06-17,14,6611.78
2973,466,11,2024-05-07,11,2169.42
2974,473,1,2024-10-21,13,2865.46
2975,474,13,2024-02-28,11,4481.51
2976,38,18,2024-02-11,14,3575.32
2977,8,16,2024-06-10,13,2092.87
2978,383,4,2024-06-17,14,4500.44
2979,469,1,2024-08-02,18,3967.56
2980,241,11,2024-07-24,19,3747.18
2981,135,2,2024-09-19,4,1544.04
2982,491,20,2024-09-19,13,6139.51
2983,371,2,2024-03-26,2,772.02
2984,205,3,2024-06-03,15,3705.0
2985,122,6,2024-11-06,12,2795.52
2986,437,5,2024-09-21,2,581.4
2987,467,11,2024-10-07,4,788.88
2988,460,12,2024-03-18,8,1428.8
2989,466,19,2024-08-12,1,429.37
2990,389,3,2024-07-13,1,247.0
2991,268,10,2024-09-19,8,2974.16
2992,465,5,2024-08-12,19,5523.3
2993,55,15,2024-04-12,18,8837.28
2994,498,2,2024-09-17,11,4246.11
2995,359,3,2024-06-03,3,741.0
2996,478,20,2024-06-17,8,3778.16
2997,289,8,2024-10-11,2,497.98
2998,376,11,2024-09-21,10,1972.2
2999,203,7,2024-06-03,7,2718.94
3000,131,12,2024-10-11,14,2500.4
3001,291,15,2024-06-04,4,1963.84
3002,253,16,2024-10-16,1,160.99
3003,337,19,2024-03-18,13,5581.81
3004,54,10,2024-10-06,18,6691.86
3005,169,4,2024-11-06,3,964.38
3006,185,15,2024-01-08,4,1963.84
3007,237,15,2024-10-07,5,2454.8
3008,185,12,2024-11-06,16,2857.6
3009,30,4,2024-02-11,17,5464.82
3010,135,14,2024-01-09,3,1163.37
3011,366,1,2024-11-05,8,1763.36
3012,467,5,2024-03-26,2,581.4
3013,230,14,2024-02-11,15,5816.85
3014,148,9,2024-10-08,9,277.92
3015,382,6,2024-10-04,5,1164.8
3016,397,11,2024-06-10,9,1774.98
3017,172,10,2024-02-28,8,2974.16
3018,156,17,2024-06-04,18,2967.12
3019,380,8,2024-01-06,16,3983.84
3020,186,2,2024-03-18,11,4246.11
3021,18,6,2024-09-19,19,4426.24
3022,232,19,2024-07-23,9,3864.33
3023,230,8,2024-02-20,6,1493.94
3024,203,5,2024-08-12,2,581.4
3025,173,14,2024-06-13,7,2714.53
3026,414,11,2024-11-06,14,2761.08
3027,3,2,2024-08-08,8,3088.08
3028,231,15,2024-10-21,12,5891.52
3029,58,9,2024-07-24,17,524.96
3030,246,3,2024-09-21,1,247.0
3031,218,9,2024-02-11,8,247.04
3032,189,9,2024-01-12,16,494.08
3033,70,16,2024-03-30,1,160.99
3034,398,12,2024-02-17,5,893.0
3035,214,2,2024-06-04,11,4246.11
3036,223,12,2024-06-17,18,3214.8
3037,238,13,2024-03-30,15,6111.15
3038,65,19,2024-06-17,10,4293.7
3039,217,17,2024-10-12,18,2967.12
3040,168,17,2024-03-30,8,1318.72
3041,432,6,2024-09-07,7,1630.72
3042,206,10,2024-10-06,6,2230.62
3043,90,17,2024-04-12,9,1483.56
3044,80,19,2024-02-28,6,2576.22
3045,139,11,2024-01-09,13,2563.86
3046,209,11,2024-03-26,13,2563.86
3047,336,6,2024-06-18,14,3261.44
3048,176,20,2024-06-17,10,4722.7
3049,47,11,2024-09-17,11,2169.42
3050,27,6,2024-03-18,18,4193.28
3051,411,11,2024-10-08,3,591.66
3052,259,17,2024-01-06,18,2967.12
3053,432,5,2024-03-18,17,4941.9
3054,421,4,2024-08-02,5,1607.3
